English,Manx,Manx Orginal,Page,EnglishPage,Notes
"How much more then ought we to obey God our Father, who gave us Life at first, and still prolongs it from one Day to another, when he could in a Moment cut us off in our Sins, and throw us into Hell ?","cre woad smoo eisht lhisagh shinyn biallys y chur da Jee nyn Ayr, Eh hug bioys dooin hoshiaght, as ta kinjagh dy hannaghtyn eh veih laa gy laa, tra oddagh Eh ayns tullogh shin y ghiarey jeh ayns nyn beccaghyn, as shin y hilgey ayns niurin ?","cre woad smoo eisht lhisagh shinyn biallys y chur da Jee nyn Ayr, Eh hug bioys dooin hoshiaght, as ta kinjagh dy hannaghtyn eh veih laa gy laa, tra oddagh Eh ayns tullogh shin y ghiarey jeh ayns nyn beccaghyn, as y shin hilgey ayns niurin ?",11,8,
"But in much Mercy he spares us, and gives us Space to repent, and is very unwilling to destroy us, and therefore waits long to be gracious to us.","Agh ayns myghin vooar te gymmyrkey lhien, as cur traa dooin dy ghoaill arrys, as te feer neu-wooiagh dy stroie shin, as shen-y-fa te farkiaght foddey dy ve graysoil dooin.",,11,8,
"O then let his Patience and his Goodness at last have this happy Effect upon us ; let it lead us to true Repentance, and, ever hereafter engage us to Diligence and Constancy in his Service, Rom. ii. 4. 2 Pet. iii. 9. ","O eisht lig da e Hurranse-foddey as e Vieys ec y jerrey myr shoh dy bannit gobbraghey orrin, lig da shin y leeideil gys Arrys firrinagh, as dy bragh ny-yei shoh shin y chiangley gys Tarrooid as Shickyrys ayns e Hirveish, Rom. ii. 4. 2 Ped. iii. 9.",,11,9,
"II. To which Purpose consider again, that this was the End for which God sent his Son Jesus into the World, even to seek and save us lost and miserable Sinners, to bring us to Repentance and Newness of Life, that so we might be restored to the Love and Favour of God, which we had lost by sinning against him.","II. Er yn oyr shoh smooinee-jee dy dowin reeisht, dy nee shoh va’n resoon er y hon hug Jee e Vac Yeesey stiagh ayns y theihll, dy jarroo dy hirrey as dy hauail shinyn peccee challit as hreih, dy chur lesh shin gys Arrys as Bea noa, myr shen dy voddagh shin ve goit stiagh reeisht gys Graih as Foar Yee, va shin er choayll liorish peccah y yannoo ny oi.",,11,9,
"Our first Parents Adam and Eve, were created in a very holy and happy State, but they fell from it by sinning against God, and so came all Misery into the World ; and then did our heavenly Father take Pity on us, and sent his own Son out of his Bosom to be our Saviour and Redeemer, to reform us from our Sins, and so to deliver us from Misery.","Va’n chied ayr as y voir ain, Adam as Aaue, er nyn groo ayns stayd feer chasherick as vaynrey, agh huitt ad veih liorish peccah y yannoo noi Jee, as shoh’n aght haink dy chooilley vee-gherjagh stiagh ’sy theihll ; as eisht ghou yn Ayr flaunyssagh chymmey jeein, as hug Eh e Vac hene magh ass e oghrish dy ve nyn Saualtagh as nyn Ver-kionnee, dy chur orrin fagail jeh nyn beccaghyn, as myr shen dy livrey shin veih treihys.",,11,9,
"First, He will make us holy, and then we shall be made happy ; for as Man lost his Happiness by disobeying God’s Command, so he must recover it by becoming obedient to his Will in all Things.","Hoshiaght, nee Eh shin y yannoo casherick, as eisht bee mad er nyn nyannoo maynrey ; son myr chaill dooinney e vaynrys liorish y ve mee-viallagh da sarey Yee, myr shoh shegin da ’chosney eh reeisht liorish cheet dy ve biallagh gys e Aigney ayns dy chooilley nhee.",,12,9,
To this End hath the Lord Jesus fully revealed God’s Will to us when we were in Ignorance and Darkness.,Er yn oyr shoh ta’n Chiarn Yeesey er chur toiggal slane dooin jeh Aigney Yee tra va shin ayns mee-hushtey as dorraghys.,Er yn oyr shoh ta’n chiarn Yeesey er chur toiggal slane dooin jeh Aigney Yee tra va shin ayns mee-hushtey as dorraghys.,12,9,
"He hath given us holy Precepts for the Rule of our Life, and made most rich and precious Promises to persuade us to our Duty, and denounce dreadful Threatnings to affright us from Wickedness.","Te er chur Saraghyn casherick dooin dy leeideil nyn Mea lioroo, as er nyannoo Gialdynyn feer verchagh as deyr dooin dy choyrlaghey shin gys nyn Gurrym, as er ockley magh Baggyrtyn atchimagh dy agglaghey shin veih Mee-chraueeaght.","Te er chur Saraghyn casherick dooin dy leeideil nyn Mea lioroo, as er nyannoo Gialdynyn feer verchagh as deyr dooin dy choyrlaghey shin gys nyn Gurrym, as er ockley magh Baggyrtyn atchimagh dy aglaghey shin veih Mee-chraueeaght.",12,9,
"And when we had deserved the Wrath of God for our Sins, then did Jesus Christ shed his most precious Blood to make Atonement for us, and to obtain our Pardon and Forgiveness.","As tra va shin er hoilchin Jymmoose Yee son nyn beccaghyn, eisht gheart Yeesey Creest e Ooill smoo ooasle dy yannoo Shee rish Jee er nyn son, as dy gheddyn Leih as Pardoon dooin.",,12,9,
"He died for our Offences, and rose again for our Justification, Rom. iv. 25.","Hooar Eh baase son nyn loghtyn, as dirree Eh reeisht dy heyrey shin, Rom. iv. 25.",,12,9,
"And in his Gospel he hath given full Assurance of God’s good Will to Mankind, that he will be merciful to us and pardon us, if we truly repent of our Sins, and forsake them.","As ayns e Hushtal te er chur slane shickyrys jeh Aigney mie Yee gys sheelnaue, dy bee Eh myghinagh dooin, as dy leih Eh dooin, my ghouys mad arrys firrinagh son nyn beccaghyn, as ad y hreigeil.",,12,9,
"Thus hath Christ opened a Door of Hope for us, to encourage us to return to God : For if there had been no Hopes of Mercy, we should never have been drawn to Repentance, but even like the Devils themselves, should have remained full of Hatred and Malice against God, utterly despairing of Relief from him.","Er yn aght shoh ta Creest er vosley dorrys dy hreishteil dooin, dy ghreinnaghey shin dy hyndaa gys Jee : Son mannagh beagh veg y treishteil jeh myghin er ve, cha row shin rieau er ve tayrnit gys arrys, agh dy jarroo goll-rish ny Jouill hene, va shin er hannaghtyn laane dy Vyskit as dy Ghoanlys noi Jee, dy bollagh mee-hreishteil er cooney veih.",,12,9,
"But whilst the Death of Christ does so much engage, and encourage us to forsake our Sins, it gives not the least Encouragement to our Continuance in them.","Agh choud as ta Baase Chreest whooish dy chiangley as dy ghreinnaghey shin dy hreigeil nyn beccaghyn, cha vel eh cur y daanys sloo aynin dy hannaghtyn ayndoo.",,12,10,
"Let us not think that Christ died for our Sins, that we might have Liberty to live in them, and yet be saved at the last.","Ny lig dooin smooinaghtyn dy dooar Creest baase son nyn beccaghyn, dy voddagh reamys ve ain dy veaghey ayndoo, as foast ve er nyn sauail fy-yerreh.",,13,10,
"No ; but He came to save us from our Sins, not in them.","Cha dooar ; agh haink Eh dy hauail shin veih nyn beccaghyn, cha nee ayndoo.",,13,10,
"He makes us blessed, by turning us from our Iniquities.",Te jannoo shin bannit liorish chyndaa shin veih nyn mee-chairys.,,13,10,
"He died to redeem us from a vain and evil Conversation, to purify our Hearts, and reform our Lives, and makes us a peculiar People, zealous of good Works, Matt. i. 21. Acts iii. 26. Tit. ii. 14. 1 Peter. i. 18.","Hooar Eh baase dy chionnaghey shin veih Ymmyrkey-bea fardalagh as olk, dy ghlenney nyn greeaghyn, as dy lhiasaghey nyn mea, as dy yannoo shin pobble reiht, dy jeean graihagh er obbraghyn mie, Mian i. 21. Jannoo ny Ostyllyn iii. 26. Tit. ii. 14. 1 Ped. i. 18.",,13,10,
"The Death of Christ for us vile Sinners, shews the infinite Love of God, in finding out this Way for our Salvation : But then it shews also what an evil Thing Sin is, and how hateful to God, since he would not pardon us without the Sufferings of his own dear Son on our Account. ","Ta Baase Chreest er ny son ainyn peccee hreih, soilshaghey Graih er-skyn-earroo Yee, ayns geddyn magh y raad shoh son y Taualtys ain : Agh eisht te soilshaghey myrgeddyn cre’n red olk peccah, as cre cha dwoaiagh as te da Jee, fakin nagh jinnagh Eh leih dooin fegooish surranse e Vac deyr hene er y choontey ain.",,13,10,
"And therefore, if the Consideration of all this does not bring us to hate and abhor our Sins, and to love and serve our God and Saviour, we are never like to have any Benefit by Christ’s Death.","As shen-y-fa, mannagh jean smooinaghtyn er shoh ooilley cur orrin dwoaie as feoh y chur da nyn beccaghyn, as dy chur graih da as dy hirveish yn Jee as y Saualtagh ain, cha vel shin laik dy bragh vondeish erbee y gheddyn liorish Baase Chreest.",,13,10,
"All our Professions of loving him, and believing in Him, will stand us in no stead, without obeying Him.","Ooilley ny oddys mad y ghra mychione Graih ’chur da, as credjal ayn, cha veeagh eh veg dooin, fegooish Biallys y chur da.",,13,10,
"True saving Faith in Christ, is that which works by Love, both to God and to our Neighbours.","She’n Credjue firrinagh ayns Creest nee nyn sauail, yn Credjue shen ta gobbraghey liorish Graih, chammah gys Jee as gys nyn Naboo.",,13,10,
"Christ accounts none to be his Friends, but those that keep his Commandments, and to such only will He grant Pardon and Salvation, Gal. v. 6. John xv. 14. Heb. v. 9. 1 John iii. 8.","Cha vel Creest coontey feallagh erbee dy ve e chaarjin, agh adsyn ta freayll ny Hannaghyn echey, as ynrycan da nyn leid ver Eh Pardoon as Saualtys. Gal. v. 6. Ean xv. 14. Heb. v. 9. 1 Ean iii. 8.",,13,10,
"Since then, the ever blessed Jesus, the Son of God, came down from Heaven, became a Man, and died a most painful Death upon the Cross, that he might save us from Sin and Misery ; shall we not accept of him as our Lord and Saviour, who comes to deliver us from the Power of the Devil and our own Lusts, to make us the Children of God, and Heirs of Glory, which is a thousand Times greater Deliverance than that of the Israelites from the Egyptian Bondage ?","Fakin eisht dy ren Yeesey dy bragh bannit, Mac Yee, cheet neose veih Niau, dy daink Eh dy ve ny ghooinney, as dy dooar Eh yn baase s’piantee oddagh y ve er y chrosh, dy voddagh Eh shinyn y hauail veih peccah as treihys ; nagh jean shinyn soiagh y yannoo jeh myr nyn Jiarn as nyn Saualtagh, Eh haink dy livrey shin veih pooar y drogh Spyrryd as ny sayntyn ain hene, dy yannoo shin nyn Gloan dy Yee, as Eiraghyn dy Ghloyr, ta thousane keayrt ny livrey smoo na va livrey ny Israelityn ass bondiaght Egypt ?",,13,10,
Will you not be moved by all that Christ hath done and suffered for you ?,nagh jean y cree eu meiyghey liorish ooilley ny ta Creest er nyannoo as er hurranse er nyn son ?,,14,10,
"Shall not his Love constrain you to love Him, and to hate all Sin, which was the Cause of his Suffering ?","nagh jean y ghraih echyssyn shiu y hionney dy chur graih da, as dy chur dwoaie da dy chooilley pheccah va ny oyr jeh’n surranse echey ?",,14,10,
"Will you tread under Foot his most precious Blood, and even crucify Him afresh, and again put Him to open Shame ?","jean shiu stampey fo chosh e ooil smoo gheyr, as dy jarroo Eh y chrossey ass y noa, as reeisht y chur Eh gys nearey foshlit ?",,14,10,
"Thus in some sort do wicked Men use their Saviour, whilst they go on in their Sins, which are so displeasing to Him.","Shoh’n dellal ayns ayrn ta deiney mee-chrauee dy chur da nyn Saualtagh, choud as t’ad goll er nyn doshiaght ayns nyn beccaghyn, ta cur whooish dy chorree er.",,14,11,
"They that lie and cozen for a little Gain, what do they do but, like Judas, sell Christ for Money ?","Adsyn ta breagagh as molteragh son red beg dy chosney, cre t’ad dy yannoo agh, goll-rish Yuase, creick Creest son Argid ?",,14,11,
"They that live in Hatred and Malice, and do Mischief to their Neighbours, do in effect run the Spear into Christ’s Side, and drive Nails into his Hands and Feet. ","adsyn ta beaghey ayns myskit as goanlys, as jannoo olk da nyn naboonyn, t’ad yn un chooid as dy beagh ad roie shleih ayns lhiattee Chreest, as bwoaley treinaghyn ayns e laueyn as e chassyn.",,14,11,
"And they that give themselves to Riot and Drunkenness, do even mingle Gall and Vinegar for him to drink.","As adsyn ta cur ad hene seose gys rouanys as meshtyrys, t’ad dy jarroo mestey gal as vinegar da dy iu.",,14,11,
"They do all that in them lies, by their sinful Pleasures to put Him again into Agonies and Pains.","T’ad jannoo ooilley ny t’ayns nyn booar, liorish nyn bleasallyn peccoil, dy choyrt Eh reeisht ayns angaish as pian.",,14,11,
"But on the other Hand it is a Delight to our Saviour to see us humbled for our Sins, and resolved to forsake them. ","Agh er y laue elley, te boggey da nyn Saualtagh dy akin shin trimshagh son nyn beccaghyn, as dy shickyr kiarit dy hreigeil ad.",,14,11,
"He will readily and effectually intercede for us with our heavenly Father, who is most willing to receive returning Prodigals. ","Nee Eshyn dy harryltagh as dy fondagh loart er nyn son rish nyn Ayr flaunyssagh, Eh ta feer wooiagh dy ghoaill reeisht rish stroideryn ta chyndaa huggey.",,14,11,
There is Joy in Heaven when Sinners on Earth repent.,Ta boggey ayns Niau tra ta peccee er y thalloo goaill arrys.,,14,11,
Even this our Return to God by true Repentance is the best Recompence we can make to our blessed Saviour for all his Pains and Sufferings. ,"Dy jarroo yn chyndaa shoh ain reeisht gys Jee, yn lhiasagh share oddys mad y yannoo da nyn Saualtagh bannit, son ooilley e phianyn as e hurranse.",,14,11,
"When the Pleasure of the Lord prospers in his Hand by the Conversion of Sinners, He then sees the Travel of his Soul, and is satisfied, Isaiah. liii. 10, 11.","Tra ta Aigney yn Chiarn goaill toshiaght ayns e laue liorish chyndaa peccee, Te eisht fakin troailt e annym, as ta lhieeney-aigney echey, Isa. liii. 10, 11.",,15,11,
"And shall we not afford this Satisfaction to our Redeemer, who hath undergone so much for our Sakes, and still out of his tender Love to our Souls, follows us with such earnest Invitations to come to him for Life and Happiness ?","As nagh der mainyn y Lhieeney-aigney shoh da nyn Ver-kionnee, ta er nyannoo whooish er y graih ain, as kinjagh ass e ghraih veigh da ny hanmeenyn ain, ta cheet geiyrt orrin lesh leid y chuirrey jeean dy heet huggeysyn son Bea as Maynrys ?",,15,11,
"Could we deny him this most reasonable Request, if we saw him now in person standing before us, beseeching us to return and live ?","Voddagh shin gobbal da yn aghin smoo resoonagh shoh dy vaikagh shin Eh nish ayns persoon ny hassoo kiongoyrt rooin, guee orrin dy hyndaa huggey as y ve bio ?",,15,11,
And this He now does by his Spirit and by his Ministry.,as shoh te nish dy yannoo liorish e Spyrryd as liorish e Hirveishee ’syn Aglish.,,15,11,
"III. Therefore consider that this also was the End for which the holy Ghost was given, and all the Means of Grace afforded, even to sanctify our Hearts, and make us an holy and obedient People.","III. Shen-y-fa gow-jee tastey dy nee shoh myrgeddyn va’n oyr er y hon ta’n Spyrryd Noo er ny choyrt, as dy chooilley haase dy Ghrayse er ny fordrail, dy jarroo dy chasherickey ny creeaghyn ain, as dy yannoo shin nyn pobble casherick as biallagh.",,15,11,
"God knows the Weakness and Corruption of our Natures, and therefore in great Mercy He affords the Assistance of his Holy Spirit, to enlighten our Minds, and purify our Hearts ; to renew and change our Natures, and guide us in Ways of Holiness here, that so we may be fitted for eternal Happiness with the most holy God in the life to come, John iii. 3, 5. Rom. viii. 9.","Ta fyss ec Jee er annooinid as neu-ghlennid y dooghys ain, as shen-y-fa ayns myghin vooar Te coyrt cooney yn Spyrryd casherick echey dy hoilshaghey ny haignaghyn ain as dy ghlenney nyn greeaghyn ; dy yannoo ass y noa as dy chaghlaa yn dooghys ain, as dy leeideil shin ayns raadjin dy chasherickys ayns shoh, dy vod mad ve er nyn yannoo aarloo son maynrys dy bragh farraghtyn marish y Jee smoo casherick ayns y vea ta ry heet, Ean iii. 3, 5. Rom. viii. 9.",,15,11,
