Manx,English,Notes,Page,Manx Original,English Original
"A. Foddee oo dty niau-feeuid hene y cheaney, as guee er Jeee chymmey ve echey ort ; foddee oo ymmyd y yannoo jeh ny Graysyn te dy Stowal ort, as ve booisal son e vannaghtyn ; Foddee oo cha mie as oddys oo y yannoo, as cha Shirr y viys echyssyn ny smoo. ","A. You can lament your own Unworthiness, and pray to God to pity you ; You can use the Graces he bestoweth upon you, and be thankful for his Favours : You can do your best, and his Goodness will expect no more.",,13,,
Q. Cre’n ymmyd shegin dou y yannoo jeh’n aarn shoh jeh my Chredjue Creestee ? ,Q. What use am I to make of this part of my Catechism ?,,13,,
"A. Lig da cur ort cooinaght dy vel oo dty Chreestee. Dy vel Ennym noa ayd, as Pooar noa er ny chur dhyt, er yn oyr dy vod oo cheet dy ve dty Chretoor noa. ","A. Let it bring to your Remembrance that you are a Christian. That you have a New Name and New Powers given you, on purpose that you may become a New Creature.",,13,,
"My t’ow dy jarroo dty Lhiannoo dy Yee, smooinee oo Cre lhiasagh Lhiannoo ammyssagh y yannoo. Bee-oo aglagh roish e Yummoose, as nee oo treishteil ayns e ghraih ; roi-ee oo huggey son ny vees oo dy laccal, as bee oo booisal da son ny te dy chur dhyt, as gow-ee oo rish  e aigney mie, tra te smaghtagh, chammah as tra te goaill boggey jeed. ","If you are indeed a Child of God, you will think what a dutiful Child ought to do. You will fear his Displeasure, and trust in his Love ; You will run to him for what you want, and be thankful for what he gives, and you will own his Affection when he corrects, as well as when he smiles upon you.",,13,,
"My t’ow jeaghyn son Eiraght ayns Niau, bee dty smooinaghtyn dy mennick ayn. Son raad ta dty verchys, ayns shen vees dty chree myrgeddyn. ","If you look for an Inheritance in Heaven, your Thoughts will be often there. For where your Treasure is, there will your Heart be also.",Matt. vi. 21.,14,,
"As cha bee dt’aigney rouyr soit er neeaghyn y teihll shoh. Cha bee oo roa aglagh roish e Heaghyn, ny roa ghraiagh er e Ardaail ; son dy bee dy gerrit jerrey orroo ny neeisht. ","And you will not be too eager for the Things of this World. You will neither be much afraid of its Troubles, nor too fond of its Vanities ; remembring that both will soon have an End.",,14,,
"As my t’ow dy bragh treishteil dy gholl gys Niau, nee oo oo-hene y yannoo aarloo son yn ynnyd gloyroil shen ; Liorish cooinaght nagh vod dooinney erbee fegooish Craaueeaght yn Chiarn y aikin. ","And as ever you hope to go to Heaven, you will endeavour to fit yourself for that glorious Place ; Remembring, that without Holiness no Man shall see the Lord.",Heb. xii. 14.,14,,
"Cha lig Gialldyn firrinagh Yee dhyt mee-hreishteil, as greinnee’n vaanrys ta soit kiongoyrt rhyt, oo dy gholl er dty hoshiaght. ",The sure Promise of God will not suffer you to despair : And the Joy that is set before you will encourage you to press forwards.,,14,,
"Bee oo booisal gys Jee son geamagh ort gys y staaid shoh dy haaualtys, as dy gennal gow-ee oo ayns laaue ny Conaantyn te shirrey ort y chooilleeiney. ",You will be thankful to God for calling you to this State of Salvation ; and gladly undertake the Conditions he requires of you.,,14,,
"Cre ta ny Conaantyn shen, yn chied red lhiasagh oo nish smooinaght er. Agh, hoshiaght, lig dooin Moylley ’choyrt, as lesh cree booisal gra ny Goan shoh. ","What these Conditions are, is what next you should think of. But first, let us take words of Praise, and with a thankful Heart say as followeth.",,14,,
YN PHADJER.,The PRAYER.,,15,,
"OOilley niartal as Yee ta dy bragh er-mayrn, Ayr Flaunyssagh, ta shin cur booise injill dhyt dy chooid-save lhiatt geamagh orrin gys tushtey jeh dty ghrayse, as credjue aynyd : Bishee’n tushtey shoh, as niartee yn credjue shoh aynin son dy bra. Slaanee ooilley doghanyn nyn Anmey, as jean graih chree-oil gys casherickys y chroo aynin ; dy vod mad tannaghtyn dty harvaantyn ny Gialldynyn ayd y gheddyn, as ve goaill aarn ayns dty Reereeaghts vees dy bragh er-mayrn, son graih Yeesey Creest. Amen. ","ALmighty and ever­lasting God, heavenly Father, we give thee humble Thanks that thou hast vouchsafed to call us to the Knowledge of thy Grace, and Faith in Thee : Increase this Knowledge, and confirm this Faith in us evermore. Heal all the naughty Inclinations of our Souls, and create in us a hearty Love unto Holiness ; that conti­nuing thy Servants, we may attain thy Promises, and be made Partakers of thine everlasting Kingdom, for Jesus Christ his Sake. Amen.",,15,,
SECT. III.,,,16,,
"Q. YIall my Ghedjaghyn as my Vimmaghyn er my hon, Dy dreigin y Drogh-spyrryd as ooilley e Obbraghyn. ","Q. MY Godfathers and Godmothers did promise for me, That I should renounce the Devil and all his Works.",,16,,
"Guee’m erriu, cur jee tushtey dou jeh shoh. ","Pray, make me understand the Meaning of this.",,16,,
"A. Shegin dhyt toiggal dy vel ec y Jouyl Reereeaght ayns y Teihll shoh, as sleih ta cur-biallys da, as dy hirveish eh, naght myr t’ec Creest. ","A. You must know, that the Devil has a Kingdom, and Subjects, and Servants in this World, as well as Christ has his.",Mat. xii. 26,16,,
"Ooilley ny oddys eh ’choyrlagh dy hreigeil Annaghyn Yee, as dy eiyrt ersyn as er e raadjin, ad ny Sharvaantyn echey. ","All that he can prevail upon to forsake the commands of God, and to follow him and his ways, are his Servants.",,16,,
"Adsyn ooilley ta shassoo noi e violaghyn, as goaill orroo dy ve reilt liorish Leihaghyn Yee, ad shen Sharvaantyn Chreest, haink stiagh ayns y Teihll dy stroie Obbraghyn y Jouyl. ","All that oppose his Temptations, and resolve to be governed by the Laws of God, are the Servants of Christ, who came into the World to destroy the Works of the Devil.",1 John iii. 8.,16,,
"Myr shen, quoi-erbee vees ny harvaant dy Chreest, shegin da’n Jouyl as ooilley e Obbraghyn y hreigeil. ","So that whoever will be a Servant of Christ, must renounce the Devil and all his Works.",,16,,
"Son nee’n Spyrryd mee-chraauee shen gobbragh, er dy chooilley aght, dy haarn oo veih shirveish Yee. ","For that wicked Spirit will endeavour, by all ways, to draw you from the Service of God.",1 Pet. v. 8.,16,,
"Q. Guee’m erriu, inshjee dou, cre nee’m, dy voddym gyn geiyrt er, as gyn ve er my leeideil liorish ? ","Q. Pray, instruct me what to do, that I may not follow, nor be led by him.",,16,,
"A. Bee’n choyrle verryms dhyt gyiare as aashagh, as cordail rish y staaid t’ow ayn. ","A. The Directions I give you shall be short and plain, and suited to your Condition.",,16,,
"Cooinee er shoh dy kinjagh, dy nee peccah yn Olk smoo oddys y ve ; son bee jerrey er dy chooilley olk elley, yn chooid soidjeh tra yow baase, agh lhiannee peccah dhyt son dy bra. ","Let this be ever in your Mind, that Sin is the worst of all Evils ; for all other Evils will have an end, at farthest, when you die, but Sin will make you miserable for ever.",,17,,
"Cooinee er dy vel oo liorish dooghys aarloo dy huittym ayns peccah, dy jean y Drogh-spyrryd oo y violagh hug eh, as dy nee Jee ny lomarcan oddys dty haauail. ","Remember that you are naturally inclined to sin, that the Devil will tempt you to it, and that God only can save you.",hug eh] sc. huggey,17,,
"As eisht, Cha jean oo dy bragh treishteil ayns dty niart hene, agh ayns y Jee bio. ","And then, You will never trust in your own Strength, but in the Living God. ",,17,,
"Hug eh nee oo kinjagh dty phadjer son cooney, as my haarnys uss er gerrey dasyn, taarnee eshyn er gerrey dhyts. ","To him you will constantly pray for Help ; and if you draw nigh to him, he will draw nigh to you. ","Jam. iv. 8.
hug eh] sc. Huggey",17,,
"As foast, cha jean mie dhyt jerkal rish cooney Yee, mannagh gooin oo lhiatt hene ; son ta shen dy vrasnagh yn Chiarn. ","And yet, you must not expect God’s Assistance, without using your own endeavours ; for that is to tempt the Lord. ",,17,,
"My nee Peccee dty violagh, ny cur geill daaue, son Sharvaantyn y Jouyl ad. ","If Sinners entice you, you must not consent unto them : for they are the Devil’s Instruments.",Prov. i. 10.,17,,
"My huittys oo ayns drogh heshaght, shegin dhyt chelleeragh cosney vou, as gyn shooyl ayns y raad maaroo, er aggle dy dreig Jee oo. ","If you fall into evil Company, you must get out of it immediately, and not walk in the way with them, lest God forsake you.",,17,,
"Cha negin da veg ve ayd dy yannoo rish Ard-sharvaantyn y Drogh-Spyrryd hene ; nyn leid ta dy chooilley Vuitch as Fer-obbee, as shen-y-fa, t’ad eajee ayns shilley’n Chiarn. ","You must have nothing to do with the Devils own Servants, as all Witches and Charmers are, and are therefore an Abomination to the Lord.",,17,,
"As shegin dhyt er-skyn ooilley guee nagh duitt oo ayns peccaghyn y Drogh­-spyrryd hene, ta shen dy ghra Moayrn, Gyeearree Cooilleeiney, cool-chassid, as Breagyn. ","And you must, especially, pray that you may not fall into the Devil’s own Sins, which are Pride, and Revenge, and Backbiting, and Lying.",,17,,
"As er jerrey ooilley ; tra ta Spyrryd casherick Yee cur Yeearreeyn mie ayns dt’aigney, ny geddyn foill dhyt son jannoo dy olk, shegin dhyt ve biallagh da coraa Yee, as ver eh graih dhyt, as nee eh veaghey mayrt, as freillee eh oo veih Noid dt’anmey. ","And lastly, When the Holy Spirit of God puts into your Mind good Desires, or checks you for doing ill, you must obey the Voice of God, and he will love you, and dwell with you, and preserve you from your ghostly Enemy.",,17,,
"Q. Myr shen ta ennaghtyn cree-oil jeh’n annoonid as y voghtynid ain ymmyrchagh dy haarn shin gys Jee, fegooish y cooney echyssyn, yinnagh y Drogh-spyrryd shin y leeideil gys e vondiaght hene myr ballish. ","Q. So that a hearty Sense of our own Weakness and Misery, is necessary to bring us to God, without whose help the Devil would lead us captive at his will.",,18,,
"A. Te myr shen. As ta Jee dy mennick ayns e Ard-chreenaght surrance sleih dy huittym ayns peccaghyn mooar, dy injillagh ad as dy chur toiggal daaue jeu hene, dy vod ad treishteil ersyn ny lomarcan. ","A. It is so. And God in his Providence often suffers men to fall into great Sins, to humble them, and to shew them to themselves, that they may depend upon him only.","2 Chro. 32. 31.
In the 1761 edition, the references to the chapters of Bible books are generally in roman numerals; but the change from the arabic numerals of the 1707 edition is not carried through consistently.",18,,
Q. Yiall ad— Dy dreigin Moayrn as Fardaail y Teihll vee-chraauee shoh as ooilley Saaint peccoil ny foalley. ,"Q. They promised— That I should renounce the Pomps and Vanity of this wicked World, and all the sinful Lusts of the Flesh.",,18,,
Cre t’er ny hoiggal liorish shoh ? ,What is meant by this ?,,18,,
"A. Nagh lhiasagh oo dty chree y hoi-agh er nee erbee, ver ort graih smoo ve ayd er y Teihll shoh, na er y Teihll ta ry heet, son cha nee shoh’n seihll vou er dty chroo er eh hon. ","A. That you should not set your heart upon such things as are apt to make you love this World better than the next, for this is not the World you were made for.",Heb. 11. 13,18,,
Q. Vod ghraih smoo ve ain er nee erbee ’sy teihll na t’ain er Niau ? ,Q. Is it possible for one to love any thing better than Heaven ?,,18,,
"A. Cre erbee smoo ta dooinney smooinaght er, er shen, dy jarroo, ta e ghraih soit. ","A. What a Man thinks of most, that he loveth best, to be sure.",Matt. vi. 13.,18,,
"Nish ta ymmodee dy reddyn ayns shilley casley rish maanrys, as t’ad er y fa shoh enmyssit Moayrn y Theihll, son dy vel ad taarn huc Sooillyn as aignaghyn sleih, as ny yeih, cha vel ad agh Fardaail, as cha vod ad maanrys ’chur dooin. ","Now, there are many Things which make a shew and appearance of Happiness, and are therefore called Pomps, because they draw Men’s Eyes and Affections towards them, and yet they are but Vanity, and cannot make us happy.",,19,,
Q. Cre ny reddyn ta shiu cheet orroo ?,Q. What are the things you mean ?,,19,,
"A. Ta’n Ostyl ginsh dhyt ; T’ad Saaint ny foalley, ta shen, dy chooilley eunyss pheccoil. Saaint ny sooilley ; Ta shen, Yeaerree Berchys. As Moayrn y Vea, ny cre-erbee ta cur orrin ve mooaralagh. Ad shoh ooilley, lhiasagh Creestee y hreigeil. ","A. The Apostle tells you ; They are the Lusts of the Flesh, that is, all sinful Pleasures. The Lust of the Eye ; that is, the Desire of Riches. And the Pride of Life, or whatever makes us to value ourselves ; all which a Christian ought to renounce.",1 Joh. 2. 16. ,19,,
Q. Negin da Creestee dy chooilley eunyss seihltagh y hreigeil ? ,Q. Must a Christian renounce all Pleasures ?,,19,,
"A. Ta Eunyssyn ayn nagh lhiasagh Creestee ve dy bragh ainjyssagh orroo ; myngione ta Goo Yee gra, Nagh vou Maardyragh, ny Fer-meshtal, ny eshyn ta niaughlen eiraght ayns Reereeaght Chreest as Yee. Cre-erbee cha millish as ta ny Eunyssyn shoh, cha vel ayd agh yn yn reih shoh ; shegin dhyt oo hene y reayll vou, er nonney ve deyrit gys coal-anmey son dy bra. ","A. There are Pleasures which a Christian ought never to be acquainted with ; concerning which, the Scripture saith, That no Whoremonger, nor Drunkard, nor unclean Person, hath any Inheritance in the Kingdom of Christ and of God. However tempting these Pleasures may be, you have but this Choice ; you must deny yourself, or be for ever damned.",Eph. v. 5.,19,,
"As cha soie oo dty chree er eunyssyn Seihltagh, ga t’ad dy jarroo fegooish loght, cha moo liggys oo rouyr jeh dty hra lhieu, my chooinys oo dy mennick er goan Chreest ; Smerg diuish, ta garey nish, ta cur shaghey nyn mea ayns aash as maanrys, son nee shiu dobberan as keaney. ","And even innocent Pleasures, you will not set your Heart upon them, nor let them have too much of your time, if you often remember the Words of Christ ; Wo unto you that laugh now, who spend your Life in Ease and Pleasures, for ye shall lament and weep. ",Luke vi. 25.,19,,
"Smooinee ayd hene dy vel Creestee, ayns y vea shoh, jannoo e hene aarloo son Niau ; nish cha vod oo dt’aigney y hoiagh er shen y yannoo, my vees oo roa vooiagh lesh ny t’ayd ayns shoh. ","Consider that a Christian is, in this Life, fitting himself for Heaven ; Now, it is impossible you should mind that Business, if you are too well pleased with what you find here.",Matt. vi. 24.,19,,
"Shoh’n oyr ta seaghyn cha ymmyrchagh, as cre’n fa ta Jee dy chur orrin ad : Dyn jarbaa veih ny Neeaghyn fardaalagh shoh, ta shin roa aarloo dy chur rouyr graih daaue, as dy chur orrin smooinaght er, as ve kiarralagh son, Bea shaar. ","This is the Reason why Afflictions are necessary, and why God sends them ; to wean us from these Vanities, which we are too apt to dote on, and to make us think of, and provide for, a better Life.",,20,,
"As shoh’n oyr ta Berchys cha dangeragh, dy vel Yeesey Creest er hickyragh dy vel eh feer doillee da dooinney Berchagh dy ve ny Chreestee vie. ","And this is the Reason why Riches are so dangerous, that Jesus Christ hath affirmed, It is very hard for a rich Man to be a good Christian.",Matt. xix. 23.,20,,
"Q. Cre’n fa ta Berchys cha dangeragh, as dy lhiasagh shin nyn dreigeil ad ? ","Q. Why are Riches so dangerous, and to be renounced ?",,20,,
"A. Son dy vel ad cur lhieu miolaghyn mooar maaroo. T’ad miolagh sleih dy yarrood Jee, dy smooinaght roa vie jeu hene, as dy hreishteil ayn-doo hene ; dy ve mooaralagh harroosyn ta fo-oo ; dy veaghey ayns litcheraght as fegooish keyrd erbee onneragh ; as dy yannoo kiarrail son yn Eill dy lieeney’n Thaaint eick. Ta’d shoh ooilley reddyn feer laajyr dy chrommey sleih gys soiagh smoo y yannoo jeh’n vea shoh na jeh’n vea ta ry heet, as dy yarrood dy nee veih Jee ta ooilley ny t’oc. ","A. Because they bring great Temptations along with them. They tempt Men to forget God ; To think too well of, and to trust in themselves ; To Lord it over their inferiors ; to live in Slothfulness, and without any honest Employment ; And to make Provision for the Flesh, to fulfil the Lusts thereof. All which things strongly incline Men to prefer this Life to a future, and to forget that they depend upon God.",Prov. x. 15.,20,,
