English,English Original,Manx,Notes,Page,Page1836,Page70th,Manx Original
"IT must not be supposed that all nominal Christians are here intended. They who make a credible profession of the gospel, and act in such a manner as to give real Christians a favourable opinion of them, and so gain admittance into their society, are exclusively meant. Of the ten virgins mentioned by our Lord, five were wise, and five were foolish. The foolish had lamps, but no oil in their vessels with which to replenish them: that is, they had just as much religion as was necessary in order to make a plausible appearance; but their hearts were not truly sanctified, and stored with holy affections, by the new-creating Spirit of God. But the wise virgins, when they came to trim their lamps, had oil ready with which to replenish them; thus true Christians, notwithstanding comparative inattention, are habitually ready for all events. With what seriousness, diligence, and fervent prayer, should we then examine ourselves, whether we be in the faith. How afraid of being deceived, where so much is at stake, and coming short of eternal life. How earnestly should we seek for eternal wisdom, and desire to be found upright in the .sight of God, rather than to be approved of by an ill-judging fallen sinner. How dreadful will be the case of those who do not seek the things which accompany salvation till the time is past;—who do not knock till the door is finally closed! Let us, then, my fellow-sinners, make no delay, but he earnest in our preparation for the feast; and let us ever be on our watch, for we know not either the day or the hour, when our Lord cometh.",,"CHA vel eh dy ve smooinit dy vel ooilley adsyn ta enmyssit, creesteenyn, goit stiagh ayns shoh. She adsyn ta jannoo lheid yn goaill-rish baghtal jeh’n sushtal, as gymmyrkey ad hene ayns lheid yn aght, as dy choyrt da creesteenyn firrinagh, smooinaght foayroil jeu, as myr shen gheddyn stiagh ayns yn cheshaght oc, ta ny-lomarcan dy v’er ny hoiggal. Jeh ny jeih moidynyn, er nyn enmys liorish nyn Jiarn, va queig creeney as queig ommijagh. Va lampyn ec yn vooinjer ommijagh, agh cha row veg yn ooil oc ayns nyn siyn, lesh dy yannoo magh ad reesht—ta shen-dy-ghra, va ynrycan wheesh dy chraueeaght oc, as va ymmyrchagh dy hoilshaghey cummey mie er cheu-mooie, agh cha row ny creeaghyn oc dy firrinagh er nyn ghasherickey [sic], as er nyn yannoo magh lesh graih crauee liorish spyrryd Yee. Agh ny moidynyn creeney, tra haink adsyn dy gheddyn aarloo nyn lampyn, va ooil oc lesh dy yannoo magh ad: myr shoh ta creesteenyn firrinagh, ga dy vod ad ayns ayrn ve lhag-kiarailagh, t’ad ayns stayd kinjagh aarloo, son cre-erbee oddys taghyrt. Lesh cre’n chiarail, imnea as padjer jeean lhisagh shin, eisht, ronsaghey shin hene vel shin ayns yn chredjue. Cre cha agglagh lhisagh shin ve tra ta wheesh lhien nagh jean mayd cheet giare jeh’n vea veayn! Cre cha jeean as lhisagh shin ve ayns shirrey creenaght flaunyssagh as geearree dy ve feddynit ynrick ayns shilley Yee, ny s’leaie na dy ve smooinnit dy mie jin liorish briwnys aggairagh peccee. Cre cha atchimagh vees yn stayd ocsyn nagh vel shirrey ny reddyn shen ta bentyn gys saualtys, derrey ta’n traa er n’holl [sic] shaghey; nagh vel cronkal derrey ta’n dorrys jeight son dy bragh! Ny lhig dooin er-y-fa-shen my heshee-peccee, lhiggey shaghey, agh ve jeean ayns gheddyn aarloo son yn vannish; as lhig dooin dy bragh v’er nyn arrey son cha vel fys ain er yn laa ny’n oor nee nyn Jiarn cheet!",,26,26,,
,,,,,,,
THE WATER OF LIFE.,,YN USHTEY DY VEA.,,27,27,,
"Let him that is athirst come; and whosoever will, let him take of the water of life freely. Rev. 22, 17.",,"Lhig dasyn ta paagh, cheet: As lhig da quoi-erbee saillish, goaill ushtey yn vea nastee. Ashlish xxii. 17.",,27,27,,
"IF there be a sense of sin, and want of spiritual blessings, and a willingness to be saved by grace, though you know not that it is Christ’s secret power that makes you willing, yet being athirst and willing, you are invited: do not puzzle and perplex yourself with such questions as these: Am I elected? Have I a right? Am I prepared? —but come upon the invitation, and take pardon, peace, righteousness, and every gospel blessing, as free gifts to the needy. If one ready to perish with hunger and thirst, were invited to a feast and assured of welcome, and he should stand hesitating, Have I a right? Am I worthy?— would it not seem preposterous in him thus to demur, when his necessities were pressing upon him, and a plentiful table before him? The weary, the hungry, the thirsty, the worthless, the vilest, are invited to believe on Jesus, who came only to save sinners; and hath assured them in his word, that they who thus come to him, “ he will in no wise cast out.”",,"MY ta ennaghtyn ayd jeh peccah, as jeh dty eme jeh bannaghtyn spyrrydoil, as my t’ou arryltagh dy ve er ny hauail liorish grayse, ga nagh vel fys ayd dy nee pooar follit Chreest ta jannoo oo arryltagh, ny-yeih myr t’ou paagh as arryltagh, t’ou er ny choyrlaghey dy heet: ny jean oo hene y heaghney lesh lheid ny questionyn shoh: Vel mee reiht? Vel cairys aym dy heet? Vel mee aarloo?—agh tar er y choyrle, as gow pardoon, shee, cairys, as dy chooilley vannaght jeh’n sushtal, myr giootyn feoilt dauesyn t’ayns feme. My row fer va jus goll-mow laccal beaghey, er ny choyrlaghey gys cuirraghyn as shickyrys er ny choyrt da dy beagh eh er ny hoiaghey jeh, as my yinnagh eh shassoo cumrail, briaght, vel cairys aym dy heet? Vel mee feeu?—nagh jinnagh eh jeeaghyn ommijagh aynsyn, myr shoh dy chumrail, tra va ny femeyn echey chionney er, as boayrd dy phalchey er ny skeaylley kiongoyrt rish? Ta ny deinagh, ny accryssee, adsyn ta paagh, adsyn ta neu-feeu, ny peccee smessey, t’ad ooilley er nyn goyrlaghey dy chredjal ayns Yeesey, haink ynrycan dy hauail peccee; as ta er chur shickyrys daue ayns e ghoo, “nagh jean eh er aght er-bee jiooldey voish” adsyn ta myr shoh cheet huggey.",,27,27,,
"The Spirit in the word,",,Ta’n Spyrryd ayns y ghoo,,27,27,,
"And in his motions cries,",,"As ayns e vreeghyn loayrt,",,27,27,,
"“Come to the fountain-head of life,",,“Tar gys yn ard farrane dy vea,,27,27,,
And come for large supplies.,,As nee eh palchey ’choyrt.”,,27,27,,
"Let him who feels his thirst,",,"Lhig da, ta gen’tyn paays,",,27,27,,
"Nor can endure its rage,",,"As nagh vod shaghney pian,",,27,27,,
Come to salvation’s copious springs,,"Cheet gys awinyn sheaynt ny ghrayse,",,27,27,,
And all his pains assuage.,,Yiow eh saualtys beayn.,,27,27,,
"And whosoever will,",,"As quoi-erbee ta cheet,",,27,27,,
Is welcome to receive,,T’eh shickyr dy ghoaill stiagh,,27,27,,
"The streams of everlasting life,",,"Ny strooanyn jeh’n vea gyn-kione,",,27,27,,
That heav’n will freely give.,,Veih flaunys son dy bragh.,,27,27,,
Jesus is this thy voice?,,Yeesey! nee shoh dty eam?,,27,27,,
We bless the gracious call;,,"Ta shin dy sheayney eh,",,27,27,,
"And flee with joyful haste to thee,",,As chea lesh siyr as boggey hood,,27,27,,
"Our Saviour, and our All.",,Uss nyn Saualtagh bra.,,27,27,,
,,,,,,,
"UNBELIEF, THE RUIN OF THE SOUL.",,MEE CHREDJUE TOYRTMOW YN ANNYM.,,28,,28,
"He that believeth not,—shall be damned. Mark xvi. 16. John iii. 18, 36.",,"Bee eshyn nagh jean credjal,—er ny gheyrey. Mark xvi. 16. Ean iii. 18. 36.",,28,,28,
"These awful words are the warning voice of the Son of God, and they are addressed to every creature under heaven. “Go and preach the gospel to every creature.” (Mark xvi. 15.) Preach also repentance, and remission of sins, beginning at Jerusalem; begin with my very murderers, that these, vile as they have been, that even these may be brought to repentance, and be saved. (Acts iii. 14, 15, 19.)",,"TA ny goan arrymagh shoh coraa Mac Yee cur raaue dooin, as t’ad loayrit rish dy chooilley chretoor fo niau. “Immee-jee magh trooid ooilley yn seihll, as jean-jee yn sushtal y phreacheil da dy chooilley chretoor.” (Mark xvi. 15.) Jean-jee myrgeddin arrys, as leih peccaghyn y phreacheil, goaill toshiaght ec Jerusalem; gow toshiaght lesh my eer ghunveryn, dy vod adsyn, eajee myr t’ad er ve, dy vod eer adsyn ve er nyn ghoyrt lhieu gys arrys, as ve er nyn sauail. (Jannoo iii. 14, 15, 19.)",,28,,28,
"This portion is written expressly for those who, by the multitude and enormity of their sins, have been brought to the very verge of destruction and despair, as though it were impossible for God to have mercy upon such abandoned rebels;— but even for such as these there is hope.",,"Ta’n ayrn shoh scruit ayns aght-er-lheh er ny son ocsyn ta, liorish earroo as eajeeys nyn beccaghyn, er ve er nyn ghoyrt-lhieu gys eer broogh toyrtmow as mee-hreishteil, myr dy row eh neu-phossible da Jee dy yannoo myghin er lheid ny pheccee [sic] eajee—ny-yeih eer son lheid as ad shoh ta treishteil ayn.",,28,,28,
"Who can measure the distance between earth and heaven?—The east, from the west;—the depth of the sea;—or the duration of eternity? Yet the mercy of God to repentant sinners, far exceeds all these,—for He SO loved the world, (a world of sinners,) that he gave his only begotten Son for its salvation. ",,"Quoi oddys towse yn lheead ta eddyr thalloo as niau?—Yn shiar, veih yn sheear;—diunid y cheayn;—ny lhiurid beaynid? Ny-yeih ta myghin Yee gys peccee arryssagh, foddey erskyn ooilley shoh,—son lheid y ghraih shen hug eh da’n theihll, (seihll dy pheccee) dy dug eh e ynrycan Vac v’er ny gheddyn son yn saualtys oc.",,28,,28,
"Will he not then have mercy upon thee, thou polluted, self-condemned, despairing sinner? O yes, he surely will,—for he delighteth in mercy; it is his darling attribute; therefore it is as impossible for you to be lost, as it is impossible for God to cease to exist, if you do but come in the right way, by Jesus Christ, the Sinner’s Friend, who is now pleading your cause before the throne of God.",,"Nagh jean eh er-y-fa shen jannoo myghin ort, Uss pheccagh boght neu-ghlen, ta deyrey oo hene, as ta cur raad gys mee-hreishteil? O, son shickyrys nee eh,—son t’eh goaill taitnys ayns myghin; shen-y-fa t’eh chiart cha neu-phossible [...][29] son Jee dy scuirr dy ve bio, my nee oo ynrycan cheet ’sy raad cairagh, liorish Yeesey Creest, carrey yn pheccagh, ta nish loayrt er dty hon kiongoyrt rish stoyl-reeoil Yee.","[29] Phrase skipped between ‘impossible’ and ‘impossible’: e.g. ‘uss dy ve caillit, as ta neu-phossible’",28,,28,
"Did he not plead for his very murderers? (“Father, forgive them.” Luke xxiii, 34.) And will he reject you? No, poor sinner,—never. (John vi. 37 to 40, 47.)",,"Nagh ren eh loayrt eer son e ghunveryn? (“Ayr, jean leih daue,” Luke xxiii. 34.) As jean eh jiooldey uss voish? Cha jean, pheccagh boght—Cha jean dy bragh. Ean vi. 37–40, 47.",,28,,28,"Nagh ren eh loayrt eer son e ghunveryn? (“Ayr, jean leih daue,” Luke xxiii. 34.) As jean eh jiooldey uss voish? Cha jean, pheccagh boght—Cha jean dy bragh. Ean vi. 37–40, 7."
"This address is not written to encourage you to think lightly of sin, but it is written, in the very spirit of the gospel, to display the greatness of the mercy of God towards poor trembling sinners, over whom he yearns, with all the affection of a tender father, (Psalm ciii. 13,) to do them good. O listen then to the voice of mercy;—and though your sins may have been like scarlet, cast yourself at the feet of Jesus, and receive the blessings of salvation, purchased with his dying blood.—May the Lord grant you faith to believe.",,"Cha vel ny goan shoh scruit dy chur ort dy smooinaghtyn dy eddrym jeh peccah agh t’eh scruit, ayns yn eer spyrryd jeh’n sushtal, dy hoilshaghey mooadys myghin Yee gys peccee boghtey er-creau, harrystoo t’eh geearree, lesh ooilley yn graih jeh Ayr meiygh, (Psalm ciii. 13,) dy yannoo foays daue. O eaisht er-y-fa shen rish yn coraa dy vyghin;—as ga dy vod ny peccaghyn ayd er ve myr scarleod, tilg oo hene ec cassyn Yeesey, as gow ny bannaghtyn dy haualtys, kionnit, lesh e uill deyr tra v’eh geddyn baase. Dy gooidsave lesh y Chiarn dy choyrt dhyt credjue firrinagh.",,28,,28,
,,,,,,,
,,EIYRTYSSEE CHREEST.,,29,29,,
"Follow me. Luke 5, 36. And endure hardness as a good soldier of Christ. 2 Tim. 2, 3.",,"Eiyr orryms, Luke v. 27. Jean uss er-y-fa shen creoghys y hurranse, myr sidoor dunnal dy Yeesey Creest. 2 Tim. ii. 3.",,29,29,,
"WOULD you follow Christ? Then follow him in self-denial, in humility, in patience, and in readiness for every good work. Follow him with a daily cross upon your back, and look to his cross to make your burden light. Follow him as your guide and guard, and learn to see with his eyes, and trust in his arm for defence. Follow him as the FRIEND OF SINNERS, who healeth the broken heart, and giveth rest to weary souls, and casteth out none that come unto him. Follow him with faith, resting your whole acceptance with God, and your title to heaven on his meritorious blood and righteousness. Lastly, follow him with much prayer. For though he is full of compassion, he loves to be much entreated, and when he is determined to give a blessing, you must yet wrestle with him for it. Be of good courage.— be strong in the Lord; for He is the help of the helpless,— the hope of the hopeless,—the health of the sick,—the strength of the weak,—the riches of the poor,—the peace of the disquieted, the comfort of the afflicted,—the light of those that sit in darkness,—the companion of the desolate,—the friend of the friendless,—the way of the bewildered,—the wisdom of the foolish,—the righteousness of the ungodly,—the sanctification of the unholy,—the redemption of captives,—the joy of mourners,—and, in a word, the salvation of the lost. O then follow Jesus—and he will lead you to glory.","WOULD you follow Christ? Then follow him in self-denial, in humility, in patience, and in readiness for every good work. Follow him with a daily cross upon your back, and look to his cross to make your burden light. Follow him as your guide and guard, and learn to see with his eyes, and trust in his arm for defence. Follow him as the FRIEND OF SINNERS, who healeth the broken heart, and giveth rest to weary souls, and casteth out none that come unto him. Follow him with faith, resting your whole acceptance with God, and your title to heaven on his meritorious blood and righteousness. Lastly, follow him with much prayer. For though he is full of compassion, he loves to be much entreated, and when he is determined to give a blessing, you must yet wrestle with him for it. Be of good courage.— be strong in the Lord; for He is the help of the helpless,— the hope of the hopeless,—the health of the sick,—the strength of the weak,—the riches of the poor,—the peace of the disquited, the comfort of the afflicted,—the light of those that sit in darkness,—the companion of the desolate,—the friend of the friendless,—the way of the bewildered,—the wisdom of the foolish,—the righteousness of the ungodly,—the sanctification of the unholy,—the redemption of captives,—the joy of mourners,—and, in a word, the salvation of the lost. O then follow Jesus—and he will lead you to glory.","VEL shiu geearree dy eiyrt er Creest? Eisht eiyr-jee er ayns gobbal shiu hene, ayns imleeid, ayns arryltys son dy chooilley obbyr vie. Eiyr-jee er lesh crosh gagh laa er nyn ghreeym, as jeeagh-jee gys yn chrosh echeysyn dy yannoo nyn errey eddrym. Eiyr-jee er myr nyn leideilagh as nyn vendeilagh, as ynsee-jee dy akin lesh yn soilshey echeysyn, as dy hreishteil ayns e roih son sauchys. Eiyr-jee ersyn myr Carrey Pheccee [sic], ta slaanaghey adsyn ta brisht ayns cree, as ta coyrt fea da anmeenyn tooillit, as nagh vel jiooldey voish unnane er-bee dy vel cheet huggey. Eiyr-jee er lesh credjue, treishteil son foayr rish Jee, as son cairys gys niau, liorish toilchinys e uill as e viallys gys baase. Er jerrey, eiyr-jee er liorish ve dy mennic ayns padjer. Son ga dy vel eh lane dy hymmey, ny-yeih shynney lesh accan jeean dy ve jeant huggey, as eer tra t’eh kiarail dy choyrt  bannaght, shegin dooin gleck rish er y hon. Bee-jee dy yien mie,—bee-jee niartal ayns y Chiarn; son Eshyn yn cooney ocsyn ta gyn cooney,—T’eh yn treishteil ocsyn ta annoon ayns cree,—slaynt yn vooinjer chingey,—niart ny annoonidee,—yn verchys ocsyn ta boght, —yn shee ocsyn ta eiyrit noon as noal, yn gherjagh ocsyn ta seaghnit,—yn soilshey ocsyn t’ayns dorraghys,—sheshey ocsyn ta treigit,—yn carrey ocsyn ta fegooish caarjyn,—yn raad ocsyn t’er-shaghryn,—creenaght ny mee-hushtee,—ynrickys da ny mee-chrauee,—casherickys dauesyn ta neu-chasherick,—Feaysley da ny pryssoonee—yn ghennallys ocsyn ta dobberan,—as ayns fockle yn saualtys ocsyn ta caillit. O eisht eiyr-jee er Yeesey—as nee eh leeideil shiu gys gloyr.",,29,29,,"VEL shiu geearree dy eiyrt er Creest? Eisht eiyr-jee er ayns gobbal shiu hene, ayns imleeid, ayns arryltys son dy chooilley obbyr vie. Eiyr-jee er lesh crosh gagh laa er nyn ghreeym, as jeeagh-jee gys yn chrosh echeysyn dy yannoo nyn errey eddrym. Eiyr-jee er myr nyn leideilagh as nyn vendeilagh, as ynsee-jee dy akin lesh yn soilshey echeysyn, as dy hreishteil ayns e roih son sauchys. Eiyr-jee ersyn myr Carrey Pheccee [sic], ta slaanaghey adsyn ta brisht ayns cree, as ta coyrt fea da anmeenyn tooilit, as nagh vel jiooldey voish unnane er-bee dy vel cheet huggey. Eiyr-jee er lesh credjue, treishteil son foayr rish Jee, as son cairys gys niau, liorish toilchinys e uill as e viallys gys baase. Er jerrey, eiyr-jee er liorish ve dy mennic ayns padjer. Son ga dy vel eh lane dy hymmey, ny-yeih shynney lesh accan jeean dy ve jeant huggey, as eer tra t’eh kiarail dy choyrt e bannaght, shegin dooin gleck rish er y hon. Bee-jee dy yien mie,—bee-jee niartal ayns y Chiarn; son Eshyn yn cooney ocsyn ta gyn cooney,—T’eh yn treishteil ocsyn ta annoon ayns cree,—slaynt yn vooinjer chingey,—niart ny annoonidee,—yn verchys ocsyn ta boght, —yn shee ocsyn ta eiyrit noon as noal, yn gherjagh ocsyn ta seaghnit,—yn soilshey ocsyn t’ayns dorraghys,—sheshey ocsyn ta treigit,—yn carrey ocsyn ta fegooish caarjyn,—yn raad ocsyn t’er-shaghryn,—creenaght ny mee-hushtee,—ynrickys da ny mee-chrauee,—casherickys dauesyn ta neu-chasherick,—Feaysley da ny pryssoonee—yn ghennallys ocsyn ta dobberan,—as ayns fockle yn saualtys ocsyn ta caillit. O eisht eiyr-jee er Yeesey—as nee eh leeideil shiu gys gloyr."
"To follow Christ, we must be in the continual exercise of prayer. The neglect of prayer opens a chasm, which is soon filled up with sin, and then we follow Satan.",,"Dy eiyrt er Creest shegin dooin ve dy mennic ayns padjer. My ta shin jannoo meerioose er padjer ta shin faagail barney foshlit, vees dy leah lhieent seose lesh peccah, as eisht ta shin geiyrt er noid-ny-hanmey.",,29,29,,"Dy eiyrt er Creest shegin dooin ve dy mennic ayns padjer. My ta shin jannoo meerioose er padjer ta shin fagail barney foshlit, vees dy leah lhieent seose lesh peccah, as eisht ta shin geiyrt er noid-ny-hanmey."
,,,,,,,
"ONE THING IS NEEDFUL. Luke 10, 42.",,UN RED TA YMMYRCHAGH.—Luke x. 42.,,30,31,30,
"THIS is the declaration which the Lord Jesus Christ made to Martha, and with strict propriety may be applied to every soul, who, though favoured with ever so large a portion of this world’s treasure, is unconcerned about this one thing needful, upon the possession of which depends their present and eternal happiness; for though a man enjoyed the whole creation and were destitute of this one thing, he would be like the church of Laodicea, wretched, and miserable, and poor, and blind, and naked. In Christ, are all the treasures of wisdom and knowledge; in him we have present, and eternal good; for he is all, and in all, to the believer. O, Reader, whatever else thou lackest, be careful thou art a possessor of this one thing needful; thy eternal all depends upon it; if thou art sensible of thy need of this blessing, and hast a fervent desire to enjoy it, go to Jesus; he invites such to come to him; and he will freely give himself unto thee, without money, and without price; for he has been pleased graciously to promise, “ HIM THAT COMETH I WILL IN NO WISE CAST OUT.” ",,"SHOH goan arrymagh nyn Saualtagh bannit loayrit rish Martha, as dy faggys t’eh bentyn rish dy chooilley annym, dy chur tastey da, cre er-bee wheesh as t’ec dooiney er-bee jeh cooid y theill shoh, as ga beagh echey ooilley cooid y theill, as ny-yeih my t’eh fegooish yn un red shoh, t’eh goll rish agglish Laodicea, treih, as seaghnit, as boght, as doal as rooisht. Ayns Creest ta dy chooilley verchys dy chreenaght as dy hushtey: aynsyn ta shin geddyn dy chooilley vie ayns traa as beaynid; son t’eh ooilley, as ayns ooilley da’n chredjuagh. Uss ta lhaih ny goan shoh, cre er-bee elley t’ou dy laccal, gow kiarail dy vel ayd yn un red ymmyrchagh shoh; ta dty vaynrys beayn lhie er; my ta ennaghtyn ayd jeh dty eme er yn bannaght shoh, as my t’ou dy aggindagh geearree dy gheddyn eh, immee gys Yeesey; t’eh shirrey nyn lheid dy heet huggey; as nee eh dy nastee eh-hene y chur dhyt, fegooish argid, as fegooish leagh; son t’eh dy graysoil er ghialdyn “eshyn ta cheet hym, cha jeanym er aght er-bee y yiooldey voym.” ",,30,31,30,
"[31]⸪ This portion was made a blessing, by divine grace, to a poor profligate, but truly penitent soldier, who died at Staplehurst, (March 12, 1831,) holding a copy of the Sinner’s Friend in his hand, his finger testing on this encouraging portion. His last words were,—” 1 have prayed to Him,—he will not deny me.” !!",,"⸪ Va yn ayrn shoh liorish grayse Yee er ny vannaghey da sidoor v’er gholl er e hoshiaght foddey ayns peccah, as haink dy ve ny arryssagh firrinagh, hooar eh baase ec Staplehurst, (March 12, 1831) chouds ve lhaih yn lioar veg enmyssit carrey yn pheccagh, as e vair er ny goan shoh. Ny goan s’jerree loayr eh,—“Ta mish er yannoo accan Huggey,—cha jean eh mee y obbal!”",[31] The 70th edn. has a different paragraph in place of the last two here.,30,31,30,
"May the Lord have all the glory,— and may it still be made a blessing to others who read it.",,"Dy row ooilley yn ghloyr da Jee,—as dy giall eh dy bee yn saase shoh er ny vannaghey da ymmodee elley.",,30,31,30,
,,,,,,,
YE MUST BE BORN AGAIN.,,SHEGIN DIU VE RUGGIT REESHT.,,31,28,31,
"Verily, verily, I say unto thee, Except a man be born again he cannot see the kingdom of God. Ye must be born again. John 3, 3–7.",,"Dy firrinagh, firrinagh ta mee gra rhyt, mannagh bee dooinney er ny ruggey reesht, cha vod eh reeriaght Yee y akin. Ean iii. 3–7.",,31,28,31,
"THIS evidently shows that a bare profession of Christ will not do. Nothing but a real possession of him in the heart, by faith, will suffice. And before we can attain this, we must experience a renovation of the heart by the Spirit of God. We must be led to see the horrid nature and consequence of sin; and this will lead us to hate and abhor it. We must be born of the Spirit. Let me exhort you to make this strict inquiry, AM I BORN AGAIN? Have you a desire to know whether you are in this state? examine yourself by the Apostle’s definition of the doctrine, 2 Cor. 5, 17— If any man be in Christ, he is a new creature: old things are passed away: behold all things are become new. Are you a new creature?—Are old things passed away, and all things be come new?— Do you act from new principles, and aim at new ends? — Is sin hateful, and holiness pleasant;—Is Christ precious?— Do you wish to enjoy him, and be like him?— Are you concerned to glorify him with your body and spirit, which are his?— If so, you may answer the question, and say, I am born again.",,"TA shoh dy baghtal soilshaghey dooin nagh jean ynrycan yn cummey dy chreestiaght sauail shin. Cha jean veg sloo na geddyn Creest ayns nyn greeaghyn jannoo dooin. As roish oddys mayd shoh y chosney, shegin da nyn ghree ve er ny yannoo ass y noa liorish Spyrryd Yee. Shegin dooin ve er nyn goyrt lhien dy chur-my-ner dooghys eajee as eiyrtyssyn atchimagh pheccah [sic]; as ver shoh lesh shin dy chur dwoaie da. Shegin dooin ve er ny ruggey jeh’n Spyrryd. Lhig dou geearree erriu dy vriaght jiu hene dy geyr, vel mish er my ruggey reesht? Vel oo geearree dy gheddyn magh vel oo ayns y stayd shoh? feysht as prow oo hene liorish rule yn ostyl mychione yn ynsagh shoh, 2 Cor. v. 17. My ta dooinney er-bee ayns Creest, t’eh ny chretoor noa; ta shenn reddyn er n’gholl shaghey, cur-my-ner, ta dy chooilley nhee jeant ass y noa. Vel uss dty chretoor noa?—Vel shenn reddyn er n’gholl shaghey, as dy chooilley nhee jeant ass y noa?—Vel dty obbraghyn messyn yeearreeyn noa?—as vel ayd oyryn noa son cooilleeney ad?—Vel peccah dwoaiagh dhyt, vel casherickys taitnyssagh dhyt?—Vel Creest deyr dhyt?—Vel oo geearree dy gheddyn soylley jeh Creest, as dy ve casley rish?—Vel oo aggindagh dy ghloyraghey eh lesh dty chorp as dty spyrryd ta leshyn?—My t’eh myr shoh mayrt, foddys oo gansoor, as gra, ta mee ruggit reesht.",,31,28,31,"TA shoh dy baghtal soilshaghey dooin nagh jean ynrycan yn cummey dy chreestiaght sauail shin. Cha jean veg sloo na geddyn Creest ayns nyn greeaghyn jannoo dooin. As roish oddys mayd shoh y chosney, shegin da nyn ghree ve er ny yannoo ass y noa liorish Spyrryd Yee. Shegin dooin ve er nyn goyrt lhien dy chur-my-ner dooghys eajee as eiyrtyssyn atchimagh pheccah [sic]; as ver shoh lesh shin dy chur dwoaie da. Shegin dooin ve er ny ruggey jeh’n Spyrryd. Lhig dou geearree erriu dy vriaght jiu hene dy geyr, vel mish er my ruggey reesht? Vel oo geearree dy gheddyn magh vel oo ayns y stayd shoh? feysht as prow oo hene liorish rule yn ostyl mychione yn ynsagh shoh, 2 Cor. v. 17. My ta dooinney er-bee ayns Creest, t’eh ny chretoor noa; ta shenn reddyn er n’gholl shaghey, cur-my-ner, ta dy chooilley nhee jeant ass y noa. Vel uss dy chretoor noa?—Vel shenn reddyn er n’gholl shaghey, as dy chooilley nhee jeant ass y noa?—Vel dty obbraghyn messyn yeearreeyn noa?—as vel ayd oyryn noa son cooilleeney ad?—Vel peccah dwoaiagh dhyt, vel casherickys taitnyssagh dhyt?—Vel Creest deyr dhyt?—Vel oo geearree dy gheddyn soylley jeh Creest, as dy ve casley rish?—Vel oo aggindagh dy ghloyraghey eh lesh dty chorp as dty spyrryd ta leshyn?—My t’eh myr shoh mayrt, foddys oo gansoor, as gra, ta mee ruggit reesht."
"This new birth will give new desires, new affections, and new enjoyments. The soul thus renewed, will look back with astonishment at the long-suffering and mercy of God, when in a state of rebellion against him, and wonder how it was, that he was not driven away into eternal woe. The heart will now be filled with holy desires, and a constant longing after Christ; and those who have had this new and living principle wrought within,—may feel assured that the Lord hath set his seal upon them for ever!! Nothing can separate them from his unchanging love. May this portion give hope and comfort to every desponding soul.",,"Ver yn dooghys noa shoh lesh yeearreeyn noa, taitnyssyn noa, as soylley noa. Nee yn annym myr shoh jeant ass y noa, jeeaghyn ny-yeï lesh arrym er surranse foddey as myghin Yee, choud’s v’ee ayns mee-viallys noi, as nee ee goaill yindys nagh row ee eebrit ersooyl gys toyrtmow dy bragh-farraghtyn. Bee yn cree nish er ny lhieeney lesh yeearreeyn crauee, as foddeeaght lurg Creest: as lhig dauesyn t’er gheddyn ny yeearreeyn crauee shoh ayns nyn greeaghyn, dy slane treishteil dy vel y Chiarn er chur y seal echey orroo dy vel ad bentyn dasyn son dy bragh—cha vod nhee er-bee scarrey ad veih e ghraih nagh vel caghlaa. Dy der yn cronney shoh treishteil as gerjagh da dy chooilley annym mee-hreishteilagh.",,31,28,31,
,,,,,,,
,,LAA NY BRIWNYS.,,32,32,,
"We must all appear before the judgment-seat of Christ. 2 Cor. 5, 10.",,Shegin dooin ooilley shassoo fenish stoyl-briwnys Chreest. 2 Cor. v. 10.,,32,32,,
