English,Manx,Manx Orginal,Page,Notes
"Phil. i. 6. Being confident of this very thing, that he which hath begun a good work in you, will perform [finish] it until the day of Jesus Christ.","Phil. i. 6. Ta shickyrys aym jeh’n eer red shoh, dy der eshyn ta er chur obbyr vie er y hoshiaght ny vud eu, mullagh er derrey laa Yeesey Creest:",,16,
Q. How do you think to obtain God’s Grace?,Q. Kys t’ow smooinaghtyn dy gheddyn grayse Yee?,,16,
A. I will pray unto God for it.,A. Nee’m padjer y ghoaill gys Jee er y hon.,,16,
"Q. What Reason have you to think, that by Prayer you shall obtain it?",Q. Cre’n oyr t’ayd dy smooinaghtyn dy chosney eh liorish padjer?,Q. Cre’n oyr t’ayd dy smooinaghtyn dy chosney eh liorish padjer,16,
"A. From Luke xi. 13. If ye being evil know how to give good gifts unto your children, how much more shall your heavenly Father give the holy Spirit to them that ask him?","A. Veih Luke xi. 13. My ta toiggal er-y-fa shen euish, ta olk, kys dy choyrt giootyn mie da nyn gloan; cre-woad smoo nee’n Ayr flaunyssagh eu yn Spyrryd Noo y choyrt dauesyn ta jannoo aghin huggey?",,17,
"Heb. iv. 16. Let us come boldly unto the throne of grace, that we may obtain mercy, and find grace to help in time of need.","Heb. iv. 16. Lhig dooin er-y-fa shen cheet lesh dunnallys gys stoyl-reeoil y ghrayse; dy vod mayd myghin y chosney, as grayse y gheddyn dy chooney lhien ayns traa feme.",,17,
,,,18,
PART II.,YN NAH AYRN.,,18,
,mychione,,18,
The Christian Faith.,Yn Credjue Creestee.,,18,
,,,18,
SECT. III.,SECT. III.,,18,
,,,18,
Of the Creed; particularly what we are to believe concerning God the Father.,Mychione y Chrea; agh er-lheh ny ta shin dy chredjal mychione Jee yn Ayr.,,18,
"Q. The second Thing you promised, was to believe all the articles of the Christian Faith; What do you mean by Articles of the Christian Faith? ","Q. Yn nah red ren oo y yialldyn, va dy chredjal ooilley banglaneyn y Chredjue Creestee; cre t’ow toiggal liorish banglaneyn y Chredjue Creestee?",,18,
"A. I thereby mean such Points of the Doctrine revealed by Christ, and contained in the holy Scriptures, as are most necessary to be believed.","A. Ta mee liorish shen toiggal lheid ny pointyn jeh’n ynsagh v’er ny hoilshaghey liorish Creest, soit sheese ayns ny Scriptyryn casherick, as smoo ymmyrchagh ta dy v’er nyn gredjal.",,18,
Q. Where are those Articles or Points briefly contained?,Q. C’raad ta ny banglaneyn ny ny pointyn shoh soit sheese ayns focklyn giarrey?,,18,
A. In the Apostles Creed.,A. Ayns Crea ny ostyllyn.,,18,
Q. Rehearse the Articles of thy Belief.,Q. Abbyr banglaneyn dty chredjue.,,19,
"A. I believe in God the Father Almighty, Maker of Heaven and Earth:","A. Ta mee credjal ayns Jee yn Ayr Ooilley-niartal, chroo niau as thalloo:",,19,
"—And in Jesus Christ, his only Son our Lord; who was conceived by the holy Ghost, born of the Virgin Mary, suffered under Pontius Pilate, was crucified, dead, and buried; he descended into Hell; the third Day he rose again from the Dead; he ascended into Heaven, and sitteth at the right hand of God the Father Almighty; from thence he shall come to judge the Quick and the Dead.","As ayns Yeesey Creest e ynrycan Vac nyn Jiarn; v’er ny yentyn liorish y Spyrryd Noo, er ny ruggey jeh’n voidyn Moirrey, ren surranse fo Pontius Pilate, v’er ny chrossey, er ny varroo, as er ny oanluckey; hie eh sheese gys niurin: yn trass laa dirree eh reesht veih ny merriu; hie eh seose gys niau, as t’eh ny hoie er laue yesh Yee yn Ayr Ooilley-niartal; veih shen hig eh dy vriwnys ny bio as ny merriu:","As ayns Yeesey Creest e ynrycan Vac nyn Jiarn; v’er ny yentyn liorish y Spyrryd Noo, er ny ruggey jeh’n voidyn Moirrey, ren surranse fo Pontius Pilate, v’er ny chrossey, er ny varroo, as er ny oanluckey; hie eh sheese gys niurin: yn trass laa dirree eh reesht veih ny merriu; hie eh seoe gys niau, as t’eh ny hoie er laue yesh Yee yn Ayr Ooilley-niartal; veih shen hig eh dy vriwnys ny bio as ny merriu:",19,
"—I believe in the holy Ghost, the holy Catholick Church; the Communion of Saints; the Forgiveness of Sins; the Resurrection of the Body, and the Life everlasting. Amen.","Ta mee credjal ayns y Spyrryd Noo; yn slane agglish casherick; sheshaght ny nooghyn; leih peccaghyn; irree-seose-reesht y challin, as y vea dy-bragh farraghtyn. Amen.",,19,
Q. What is the Meaning of the Word Creed?,Q. Cre t’er ny hoiggal liorish y fockle Crea?,,19,
A. Creed is the same as Belief.,A. Ta Crea yn un chooid as Credjue.,,19,
Q. Why is it called the Apostles’ Creed?,Q. Cre’n-fa te enmyssit Crea ny ostyllyn?,,19,
A. Partly because of the Apostolical Doctrine contained in it; partly because it was composed in or near the Apostles Time.,"A. Ayns ayrn, er coontey yn ynsagh ostyllagh ta soit sheese ayn; ayns ayrn, er-yn-oyr dy row eh er ny yannoo ayns, ny er-gerrey da lhing ny ostyllyn.",,19,
Q. What dost thou chiefly learn in these Articles of thy Belief?,Q. Cre smoo t’ow gynsaghey ayns ny banglaneyn shoh jeh dty Chredjue?,,19,
"A. First, I learn to believe in God the Father, who hath made me, and all the World. Secondly, In God the Son, who hath redeemed me and all Mankind. Thirdly, In God the Holy Ghost, who sanctifieth me, and all the elect People of God.","A. Hoshiaght, Ta mee gynsaghey dy chredjal ayns Jee yn Ayr, chroo mish as ooilley’n seihll. Yn nah ynnyd, Ayns Jee yn Mac, ren mish as sheelnaue ooilley y chionnaghey reesht. Yn trass ynnyd, Ayns Jee yn Spyrryd Noo, ta casherickey mish, as ooilley pobble reiht Yee.","A. Hoshiaght, Ta mee gynsaghey dy chredjal ayns Jee yn Ayr, chroo mish as ooilley’n seihll. Yn nagh ynnyd, Ayns Jee yn Mac, ren mish as sheelnaue ooilley y chionnaghey reesht. Yn trass ynnyd, Ayns Jee yn Spyrryd Noo, ta casherickey mish, as ooilley pobble reiht Yee.",19,
Q. What do you observe from these three Parts into which the Creed or Belief is divided?,Q. Cre t’ow goaill tastey jeh veih ny three ayrnyn shoh ayn ta’n Chrea er ny rheinn?,,20,
"A. 1. I observe a Distinction of Persons, the Father, Son, and Holy Ghost.","A. Hoshiaght, Ta mee cur tastey da three persoonyn er-lheh, yn Ayr, yn Mac, as y Spyrryd Noo.",,20,
2. A Sameness of Nature: The Father is God; The Son is God; The Holy Ghost is God.,"Ayns yn nah ynnyd, Unnaneys dy ghooghys: ta’n Ayr Jee; ta’n Mac Jee; ta’n Spyrryd Noo Jee.",,20,
3. A Diversity of Offices or Operations: The Father creates; The Son redeems; The Holy Ghost sanctifies.,"Ayns y trass ynnyd, caghlaa oikyn ny obbraghyn: ta’n Ayr croo; ta’n Mac kionnaghey reesht; ta’n Spyrryd Noo casherickey.","Ayns y trass ynnyd, baghlaa oikyn ny obbraghyn: ta’n Ayr croo; ta’n Mac kionnaghey reesht; ta’n Spyrryd Noo casherickey.",20,corrected in Errata p. 91.
Q. What Proof have you of such Distinction of Persons in the same Divine Nature?,Q. Cre’n phrowal t’ayd jeh lheid ny three persoonyn er-lheh ayns yn un dooghys flaunyssagh?,,20,
"A. From Matt. xxviii. 19. Teach all nations, baptizing them in the name of the Father, and of the Son, and of the holy Ghost.","A. Veih Mian xxviii. 19. Ynsee-jee dy-chooilley ashoon, as bashtee-jee ad ayns ennym yn Ayr, as y Vac, as y Spyrryd Noo.","A. Veih Mian  xxvi. ii. 19. Ynsee-jee dy-chooilley ashoon, as bashtee-jee ad ayns ennym yn Ayr, as y Vac, as y Spyrryd Noo.",20,
"i John v. 7. For there are three that bear record in heaven, the Father, the Word, and the holy Ghost; and these three are one.","1 Ean. v. 7. Son ta three ayn ta gymmyrkey feanish ayns niau, yn Ayr, yn Goo, as y Spyrryd Noo: as ta’n three shoh unnane.",,20,
"2 Cor. xiii. 14. The grace of the Lord Jesus Christ, and the love of God, and the communion of the Holy Ghost, be with you all.","2 Cor. xiii. 14. Grayse nyn Jiarn Yeesey Creest, as graih Yee, as sheshaght y Spyrryd Noo, dy row mêriu ooilley.",,20,
Q. What does the first Branch of the Creed treat of?,Q. Cre ta’n chied vanglane jeh’n Chrea loayrt jeh?,Q. Cre ta’n chied vanglane jeh’n Chrea loayrt jeh,20,
"A. God the Father, and his Work of Creation.","A. Jee yn Ayr, as obbyr e chroo?",,20,
Q. What is God? ,Q. Cre ta Jee?,,21,
"A. God is an Infinite, Eternal, and Incomprehensible Spirit, having all Perfections in and of himself.","A. Ta Jee ny Spyrryd er-skyn-earroo, dy-bragh beayn, as er-skyn roshtyn y tushtey ain, echey ta dy-chooilley laanid dy vieys, ayn hene as jeh hene.",,21,
Q. What Proof have you of God’s being a Spirit?,Q. Cre’n phrowal t’ayd dy vel Jee ny Spyrryd?,,21,
A. From John iv. 24. God is a spirit.,A. Veih Ean. iv. 24. Ta Jee ny Spyrryd.,,21,
"1 Tim. vi. 16. Whom no man hath seen, nor can see.","1 Tim. vi. 16. Eh nagh vel dooinney erbee er vakin, ny cha vod fakin.",,21,
Q. What Proof have you for his being Infinite?,Q. Cre’n phrowal t’ayd dy vel eh er-skyn-earroo?,,21,
"A. From 1 Kings viii. 27. Behold, the heaven, and heaven of heavens, cannot contain thee.","A. Veih 1 Kings viii. 27. Cur-my-ner, cha vod niau, as niau dy niaughyn, oo y chumbasal.",,21,
Jer. xxiii. 24. Do not I fill heaven and earth? saith the Lord.,Jer. xxiii. 24. Nagh nee mish ta lhieeney niau as thalloo; ta’n Chiarn dy ghra.,Jer. xxiii. 24. Nagh nec mish ta lhieeney niau as thalloo; ta’n Chiarn dy ghra.,21,
Q. How do you prove God to be Eternal?,Q. Kys t’ow prowal Jee dy ve dy-bragh beayn?,,21,
A. From Psal. xc. 2. From everlasting to everlasting thou art God.,"A. Veih Psalm xc. 2. Uss Jee er dy-rieau, as seihll gyn jerrey.",,21,
1 Tim. vi. 16. Who only hath immortality.,1 Tim. xi. 16. Echeysyn ny-lomarcan ta’n vea dy-bragh farraghtyn.,,21,
"Rev. iv. 8. Lord God almighty, which was, and is, and is to come.","Rev. iv. 8. Hiarn Yee Ooilley-niartal, va, as ta, as ta ry heet.",,21,
Q. How do you prove God to be Incomprehensible?,Q. Kys t’ow prowal dy vel Jee er-skyn roshtyn y tushtey ain?,,21,
"A. From Job xxxvi. 26. Behold God is great, and we know him not.","A. Veih Job xxxvi. 26. Cur-my-ner, ta Jee mooar, as er-skyn roshtyn nyn dushtey.",,21,
"Job xxxvii. 23. Touching the Almighty, we cannot find him out.","Job xxxvii. 23. Mychione yn Ooilley-niartal, t’eh er-skyn nyn maght.",,21,
"Psal. cxlv. 3. Great is the Lord, and his greatness is unsearchable.",Psalm cxlv. 3. S’mooar ta’n Chiarn ta’n mooadys echey er-skyn roshtyn nyn dushtey.,,22,
Q. Are there more Gods than one?,Q. Vel ny s’liee Jee ayn na unnane?,,22,
A. There is but one living and true God.,A. Cha vel ayn agh yn un Jee bio as firrinagh.,,22,
Q. How do you prove there is but one God?,Q. Kys t’ow prowal nagh vel ayn agh un Jee?,,22,
A. From 1 Cor. viii. 4. There is none other God but one.,A. Veih 1 Cor. viii. 4. Cha vel Jee erbee elley ayn agh unnane.,,22,
"Eph. iv. 6. One God and Father of all, who is above all, and through all, and in you all.","Eph. iv. 6. Un Jee as Ayr jeh ooilley, ta er-skyn ooilley, as trooid ooilley, as ayndiu ooilley.",,22,
"i Tim. ii. 5. There is one God, and one mediator between God and men, the man Christ Jesus.","1 Tim. ii. 5. Ta un Jee ayn, as un er ta loayrt eddyr Jee as deiney, yn dooinney Creest Yeesey.",,22,
Q. How is God said to be a Father?,Q. Kys ta Jee er ny ghra dy ve ny Ayr?,,22,
"A. l. As he created all Things; 1 Cor. viii. 6. God the Father, of whom are all things.","A. Hoshiaght, Myr ren eh dy-chooilley nhee y chroo; 1 Cor. viii. 6. Jee yn Ayr, jehsyn ta dy-chooilley nhee.",,22,
2. As he is the Father of our Lord Jesus Christ.,"Ayns yn nah ynnyd, Myr t’eh Ayr nyn Jiarn Yeesey Creest.",,22,
"3. As he is our Father, by adopting us in him, having predestinated us to the adoption of children by Jesus Christ. Eph. i. 5.","Ayns y trass ynnyd, Myr t’eh nyn Ayr, liorish goaill shin dy ve mec dasyn, myr t’eh er chiarail shin gys doltanys cloan liorish Yeesey Creest,  Eph. i. 5.",,22,
Q. Why do you stile God Almighty?,Q. Cre’n-fa t’ow genmys Jee Ooilley-niartal?,,22,
"A. Because he has the Power to dispose of, and govern all Things as he pleaseth.","A. Er-yn oyr dy vel pooar echey dy yannoo rish, as dy reill harrish dy-chooilley nhee myr saillish.",,22,
Q. How do you prove God to be thus Almighty?,Q. Kys t’ow prowal dy vel Jee myr shoh Ooilley-niartal?,,23,
A. From Psal. lxii. 11. Power belongeth unto God.,A. Veih Psalm lxii. 11. Ta pooar bentyn gys Jee.,,23,
"Psal. ciii. 19. The Lord hath prepared his throne in the heavens, and his kingdom ruleth over all.",Psalm ciii. 19. Ta’n Chiarn er hoiaghey seose e stoyl-reeoil ayns niau: as ta e reeriaght reill harrish ooilley.,,23,
Q. What is meant by Heaven and Earth?,Q. Cre t’er ny hoiggal liorish niau as thalloo?,,23,
"A. The World, and all Things that are therein.","A. Yn seihll, as dy-chooilley nhee t’ayn.",,23,
Q. What Proof have you of God’s being the Maker of the Heaven and the Earth?,Q. Cre’n phrowal t’ayd dy nee Jee chroo niau as y thalloo?,,23,
A. From Gen. i. 1. In the beginning God created the heaven and the earth.,A. Veih Gen. i. 1. Ayns y toshiaght chroo Jee niau as y thalloo.,A. Veih Gen. i. 1. Ayns y toshiaght chroo Jee nian as y thalloo.,23,"Corrected in Errata, p. 91."
"Acts iv. 24. Lord, thou art God, which hast made heaven and earth, and the sea, and all that in them is.","Jannoo iv. 24. Hiarn, t’ow uss Jee, t’er chroo niau as thalloo, as y faarkey, as ooilley ny t’ayndoo.",,23,
"Heb. xi. 3. Through faith we understand that the worlds were framed by the word of God, so that the things which are seen, were not made of things which do appear.","Heb. xi. 3. Trooid credjue ta shin toiggal dy row ny seihllyn er nyn groo liorish goo Yee, myr shen nagh row ny reddyn ta ry akin jeant jeh stoo erbee dy row eisht ayn.",,23,
Q. Of what did God make the World?,Q. Cre jeh ren Jee yn seihll y chroo?,,23,
A. He made it out of nothing.,A. Ren eh eh y chroo ass veg.,,23,
Q. How is the World preserved?,Q. Kys ta’n seihll er ny choadey?,,23,
A. By the same divine Power that made it.,A. Liorish y phooar flaunyssagh cheddin ren eh y chroo.,,23,
Q. How do you prove this?,Q. Kys t’ow prowal shoh?,,23,
"A. From Neh. ix. 6. Thou, even thou art Lord alone: thou hast made heaven, the heaven of heavens, with all their host; the earth, with all things that are therein: and thou preservest them all.","A. Veih Neh. ix. 6. Uss, dy-jarroo uss dty-lomarcan y Chiarn; t’ow er yannoo niau, niau dy niaughyn, marish ooilley’n cheshaght oc; yn thalloo, marish dy-chooilley nhee t’ayn; ny faarkaghyn, as ooilley ny t’ayndoo: as t’ow coadey ad ooilley.",,23,
SECT. IV.,SECT. IV.,,24,
,,,24,
"Qf God the Son; particularly his Names, Offices and Relations.","Mychione Jee yn Mac; agh er-lheh e en’myn, oikyn as shen ny ta bentyn huggey.",,24,
,,,24,
Q. What does the second Branch of the Creed treat of?,Q. Cre ta’n nah vanglane jeh’n Chrea loayrt jeh?,,24,
"A. Of God the Son, and the Work of Redemption.","A. Mychione Jee yn Mac, as obbyr y chionnaghey-reesht.",,24,
Q. How is our Redeemer described?,Q. Kys ta coontey er ny choyrt jeh nyn ver-kionnee?,,24,
"A. By his Names, Offices, and Relations.","A. Liorish e en’myn, oikyn as shen ny ta bentyn huggey.",,24,
Q. By what Names is he called here?,Q. Cre ny en’myn t’eh ayns shoh er ny enmys lioroo?,,24,
A. Jesus and Christ.,A. Yeesey as Creest.,,24,
Q. What doth the name Jesus signify?,Q. Cre t’er ny hoiggal liorish yn ennym Yeesey?,,24,
A. It signifies a Saviour.,A. T’er ny hoiggal liorish Saualtagh.,,24,
Q. Why was he called Jesus? ,Q. Cre’n-fa v’eh er ny enmys Yeesey?,,24,
"A. Because he was to save his people from their sins, Matt. i. 21.","A. Er-yn-oyr dy row eh dy hauail e phobble veih nyn beccaghyn, Mian i. 21.",,24,
Q. What doth the Word Christ signify?,Q. Cre t’er ny hoiggal liorish y fockle Creest?,,25,
A. It is the same with Messiah and signifies Anointed.,"A. Te yn un chooid rish Messiah, as t’er ny hoiggal liorish, yn Fer-ooïllit.",,25,
"Q. Why is he called Christ, or the Anointed?","Q. Cre’n-fa t’eh er ny enmys Creest, ny yn Fer-ooïllit?",,25,
A. Because he was in a spiritual manner to perform the Offices belonging to God’s Anointed.,A. Er-yn-oyr dy row eh ayns aght spyrrydoil dy chooilleeney ny oikyn va bentyn gys Fer-ooïllit Yee.,,25,
Q. What are those Offices?,Q. Cre ta ny oikyn shoh?,,25,
"A. They are the Offices of King, Priest, and Prophet.","A. T’ad ny oikyn jeh Ree, Saggyrt as Phadeyr.",,25,
Q. How is Christ a King? ,Q. Kys ta Creest ny Ree?,,25,
A. As he governs and protects his Church.,A. Myr t’eh reill harrish as coadey e agglish.,,25,
Q. How is he a Priest?,Q. Kys t’eh ny Haggyrt?,,25,
"A. As he did make Atonement, and now intercedes for, and blesseth his Church.","A. Myr ren eh lhiasaghey y yannoo, as t’eh nish loayrt ass lieh e Agglish, as dy vannaghey ee.",,25,
Q. How is Christ a Prophet?,Q. Kys ta Creest ny Adeyr?,,25,
"A. As he teaches his Church; which he did in his Person, and continues to do by his Spirit, Word, and Ministry.","A. Myr t’eh gynsaghey e Agglish; shoh ren eh ayns e phersoon hene, as t’eh tannaghtyn dy yannoo liorish e Spyrryd, e ghoo, as e hirveishee ’syn agglish.",,25,
